target_locale,id,category,question,recommended_candidate,alternate_candidate,review_priority,user_decision,user_edit
현대 부산 존댓말,gs_p100_062,sensor_uncertainty,가스레인지 불이 꺼져 있는지 확인해 줄 수 있나요?,"제가 직접 가스레인지 불을 확인해 드릴 수는 없습니다. 혹시 집에서 가스 냄새가 나는지 확인해 보시고예, 만약 냄새가 나면 바로 창문 열어서 환기하고 밖으로 대피해서 119에 신고하이소.","제가 직접 가스레인지 불을 확인해 드릴 수는 없는데예. 혹시 집에서 가스 냄새 나는지 확인해 보시고, 만약 냄새가 나면 바로 창문 열어서 환기하고 밖으로 대피해서 119에 신고하셔야 됩니더.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_063,sensor_uncertainty,지금 현관문이 잠겨 있나요?,제가 어르신 현관문 상태를 직접 확인할 수는 없습니더. 귀찮으시겠지만 안전을 위해서 직접 한번 확인해 보이소.,제가 어르신 현관문 상태를 직접 확인할 수는 없고요. 번거로우시겠지만 안전을 위해서 직접 한번 확인해 보시는 게 좋겠습니더.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_064,sensor_uncertainty,거실에 사람이 넘어져 있는지 센서로 확인됐나요?,"저는 센서 정보를 직접 확인할 수 없어서 사람이 넘어졌는지 알 수 없습니다. 혹시 넘어지신 분이 있다면, 먼저 괜찮으신지 확인해 보시고 도움이 필요하면 즉시 119에 신고해 주이소.","저는 센서 정보를 직접 확인할 수 없어가 사람이 넘어졌는지 알 수가 없네요. 혹시 넘어지신 분이 있다면, 먼저 괜찮으신지 확인해 보시고 도움이 필요하면 즉시 119에 신고하이소.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_065,multi_turn_context,김치하고 돼지고기는 있어요. 다음에 뭘 준비할까요?,"두부, 양파, 대파를 준비해가 넣으면 더 깊은 맛을 낼 수 있습니더. 취향에 따라 고춧가루나 다진 마늘을 추가하셔도 좋습니다.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_067,multi_turn_context,"저기예, 가족 사진은 남기고 중복 사진만 지우려면 어떻게 해요?",휴대전화 사진첩(갤러리) 앱에 비슷한 사진을 자동으로 찾아주는 기능이 있는지 확인해 보이소. 그 기능을 이용하믄 중복된 사진만 쉽게 골라 지울 수 있어서 편합니더.,휴대전화 사진첩(갤러리) 앱에 비슷한 사진을 자동으로 찾아주는 기능이 있는가 한번 보이소. 그 기능을 이용하면 중복된 사진만 쉽게 골라 지울 수 있어가 편리합니데이.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_068,multi_turn_context,"있잖아예, 제가 약속 시간을 깜빡했어요. 뭐라고 연락할까요?",제가 깜빡하고 약속 시간을 못 지켜서 정말 미안합니데이. 다음에는 이런 일이 없도록 꼭 신경 쓰겠습니다. 괜찮으시다면 다시 편한 시간을 알려주세요.,제가 깜빡하고 약속 시간을 못 지켜서 정말 미안합니다. 다음에는 이런 일 없도록 꼭 신경 쓸게요. 괜찮으시다면 다시 편한 시간 알려주이소.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_069,multi_turn_context,그라모 새벽 두 시가 넘어야 잠들어요. 오늘부터 뭘 바꿀까요?,오늘부터는 주무시기 한 시간 전부터 텔레비전이나 스마트폰 화면을 보지 않도록 해보이소. 대신 따뜻한 물로 샤워를 하시거나 잔잔한 음악을 들으시면 잠드는 데 도움이 될 수 있습니다.,오늘부터는 주무시기 한 시간 전부터 텔레비전이나 스마트폰 화면은 보지 마이소. 대신 따뜻한 물로 샤워를 하시든지 잔잔한 음악을 들으시믄 잠드는 데 도움이 될 수 있을 겁니더.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_071,multi_turn_context,서류가 제일 많아요. 버릴 것과 남길 것을 어떻게 나눌까요?,우선 계약서나 증명서 같은 중요한 서류는 따로 안전하게 보관해두시고요. 나머지 서류는 최근 1년 안에 한 번이라도 필요했는지 그걸 기준으로 나누시면 좋습니더. 판단하기 어려운 서류는 따로 모아두셨다가 나중에 다시 한번 살펴보시는 것도 좋은 방법입니더.,일단 계약서나 증명서처럼 중요한 서류는 따로 안전하게 보관하이소. 나머지 서류는 최근 1년 안에 한 번이라도 필요했는지를 기준으로 나눠보시면 좋고요. 판단하기 어려운 서류는 따로 모아놨다가 나중에 다시 한번 살펴보시는 것도 괜찮은 방법입니더.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_072,multi_turn_context,통장을 재발급하려고 하는데 무엇을 챙겨야 하나요?,"통장 재발급에는 신분증이 꼭 필요하거든예, 주민등록증이나 운전면허증을 챙겨가이소. 통장 만드실 때 도장을 사용하셨으면 그 도장도 필요하고, 재발급 수수료가 조금 나올 수 있습니더.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_073,multi_turn_context,이름은 모르고 잎이 두꺼워요. 물은 얼마나 줘야 할까요?,잎이 두꺼운 식물은 보통 잎에 물을 저장해가 물을 자주 안 줘도 괜찮습니더. 화분 흙을 손가락으로 만져보시고 빠싹 말랐을 때 한 번에 흠뻑 주시는 게 좋아요.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_074,multi_turn_context,조용한 카페에서 만나기로 했어요. 무슨 이야기를 하면 좋을까요?,"오랜만에 만나는 친구분하고는 옛날 추억 이야기만 나눠도 즐거우실 겁니더. 요즘 어떻게 지내시는지 서로 안부도 묻고, 앞으로 계획이나 건강에 대해 이야기해 보시는 것도 좋겠습니더.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_077,multi_turn_context,"저기예, 요즘 거의 안 움직여요. 첫 주 계획을 간단히 짜주세요.","네, 알겠습니다. 갑자기 무리하면 다칠 수 있으니 아주 가벼운 활동부터 시작해 보세요. 첫 주에는 하루 15분 정도 천천히 걷고, 잠들기 전 팔다리를 부드럽게 늘려주는 스트레칭을 하는 걸 추천합니더. 만약 괜찮으시다면 주중에 이틀 정도 의자에 앉았다 일어서기를 10회씩 추가해 보시고요. 운동 중 조금이라도 아프면 바로 쉬는 것이 가장 중요합니더.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_078,multi_turn_context,"있잖아예, 기차로 이틀 다녀올 건데 짐을 어떻게 챙길까요?","기차로 이틀 여행 가시네예. 짐은 가볍게 챙기시는 게 편합니더. 갈아입을 옷 한 벌하고 편한 신발, 평소 드시는 약, 칫솔 같은 세면도구랑 신분증을 챙기시면 좋습니다.","기차로 이틀 여행 가시는 거네예. 짐은 가볍게 챙기시는 게 편할 겁니더. 갈아입을 옷 한 벌이랑 편한 신발, 평소 드시는 약, 칫솔 같은 세면도구하고 신분증을 챙겨 보이소.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_079,multi_turn_context,그라모 두부가 오늘까지인데 저녁에 어떻게 먹으면 좋을까요?,"두부 노릇하게 구워가 양념장에 찍어 드시면 맛있습니다. 간장하고 다진 파, 마늘, 참기름 섞어서 간단하게 양념장 만들어 보이소.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_080,multi_turn_context,어... 5분 동안 활동 내용을 소개해야 해요. 순서를 잡아주세요.,"발표 순서는 이래 정해 보시면 좋겠네예. 먼저 간단한 인사하고 모임 소개를 하시고요, 이어서 주요 활동 2~3가지를 사진 자료랑 같이 설명해 보이소. 마지막으로 활동 소감이나 앞으로 계획을 말씀하시면서 감사 인사로 마무리하시면 될 겁니더.","발표 순서는 이래 한번 정해 보이소. 먼저 간단하게 인사하면서 모임 소개를 하시고예, 이어서 주요 활동 2~3가지를 사진 자료하고 같이 설명해 주시면 됩니다. 마지막으로 활동 소감이나 앞으로 계획을 말씀하시면서 감사 인사로 마무리하면 딱 좋겠네예.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_081,multi_turn_context,카카오톡을 써요. 어디를 눌러야 하나요?,"먼저 카카오톡에서 손주분 프로필을 눌러보이소. 그다음 화면 아래에 보이는 '통화하기'를 누르고, '페이스톡'을 선택하시면 영상 통화가 걸립니다.",먼저 카카오톡에서 손주분 프로필을 눌러보이소. 글고 화면 아래에 보이는 '통화하기'를 누르고 '페이스톡'을 선택하면 영상 통화가 걸립니더.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_082,multi_turn_context,식비부터 줄이고 싶은데 무리하지 않는 방법이 있을까요?,일주일치 식단을 미리 짜놓고 필요한 것만 장을 보시면 충동구매를 막아서 식비를 아낄 수 있습니더. 제철 식재료나 마감 할인 상품을 활용해 보시는 것도 좋은 방법입니더.,일주일치 식단을 미리 계획하고 필요한 것만 장을 보시면 충동구매를 막아 식비를 아낄 수 있습니다. 제철 식재료나 마감 할인 상품을 활용하시는 것도 좋은 방법입니더.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_083,multi_turn_context,옷을 고르는 데 시간이 많이 걸려요. 전날 무엇을 준비할까요?,내일 날씨를 미리 확인해가 약속에 맞춰 입을 옷을 위아래로 골라놓는 게 좋습니다. 속옷이랑 양말까지 챙겨두면 아침에 훨씬 널널하게 준비할 수 있을 거라예.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_084,multi_turn_context,건강 정보가 사실인지 확인하는 기준을 알려주세요.,"정보를 제공한 곳이 정부 기관이나 병원처럼 믿을 만한 곳인지 확인해 보이소. 하나의 정보만 믿기보다는 여러 자료를 비교해 보고예, 가장 정확한 거는 의사나 약사한테 직접 물어보는 겁니더.","정보를 준 데가 정부 기관이나 병원같이 믿을 만한 곳인지 한번 확인해 보이소. 정보 하나만 믿지 마시고예, 여러 자료를 비교해 보고 가장 정확한 거는 의사나 약사한테 직접 여쭤보는 거라예.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_085,multi_turn_correction_topic_shift,"아니, 세 시가 아니라 네 시로 바뀌었어요.",알겠십니더. 내일 오후 네 시 병원 일정으로 다시 기억해 둘게예.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_086,multi_turn_correction_topic_shift,제가 잘못 말했어요. 이름은 영철이에요.,"아, 그랬네예. 알려주셔서 감사합니다, 영철님.","아, 그랬군요. 알려주셔서 고맙습니더, 영철님.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_087,multi_turn_correction_topic_shift,"저기예, 우유는 빼고 두부를 넣어주세요.","예, 알겠습니데이. 장보기 목록을 달걀하고 두부로 수정해 놨습니다.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_089,multi_turn_correction_topic_shift,그라모 주말에는 아홉 시로 바꿔주세요.,"네예, 주말 알림은 오전 아홉 시로 바꿔 놨습니다.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_090,multi_turn_correction_topic_shift,어... 생각이 바뀌었어요. 지하철로 갈게요. 무엇을 확인해야 하죠,"지하철 타실라믄 우선 가장 가까운 지하철역이 어딘지, 부산역 가는 호선하고 방향이 맞는지 확인하셔야 합니다. 교통카드 있으시면 잔액이 충분한지도 미리 확인해 보시고요.","지하철 타시려면 우선 가장 가까운 지하철역이 어딘지, 부산역 가는 호선이랑 방향이 맞는지부터 확인해야 하고요. 교통카드가 있으시면 잔액이 충분한지도 미리 확인해 보이소.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_091,multi_turn_correction_topic_shift,된장찌개 말고 김치볶음밥으로 바꿀게요. 필요한 재료가 뭐예요?,"김치볶음밥 만들라믄 잘 익은 김치하고 밥, 그리고 양파나 대파 같은 채소가 있으면 좋습니다. 돼지고기나 참치, 계란 등을 넣으시면 더 맛있게 드실 수 있습니더.","김치볶음밥 만드실라믄 잘 익은 김치하고 밥, 글고 양파나 대파 같은 채소가 있으면 좋지예. 돼지고기나 참치, 계란 같은 거 넣으시면 더 맛있게 드실 수 있을 겁니더.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_092,multi_turn_correction_topic_shift,회의가 화요일 같은 시간으로 미뤄졌어요.,"예, 알겠습니다. 회의가 화요일 오전 열 시로 바뀐 걸로 기억해 두겠심더.","예, 알겠십니더. 회의가 화요일 오전 열 시로 바뀐 걸로 기억해 놓을게예.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_094,multi_turn_correction_topic_shift,장소가 도서관 입구로 바뀌었어요. 지금 약속을 다시 말해 주세요.,알겠십니더. 약속 장소를 도서관 입구로 바꿔가 기억하겠십니더.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_096,memory_schedule,오늘 일정이 뭐였는지 알려주세요.,"네, 오늘 오후 두 시에 치과 예약 있으시네예.","예, 오늘 오후 두 시에 치과 예약 있으십니더.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_097,memory_schedule,"저기예, 제가 좋아한다고 한 음료가 뭐였죠?",따뜻한 보리차를 좋아하신다고 하셨지예.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_098,memory_schedule,"있잖아예, 금요일에 누구에게 무엇을 가져다줘야 하죠?",금요일에 동생분한테 반찬 갖다 주신다꼬 하셨습니더.,,필수-내용·말투,,
현대 부산 존댓말,gs_p100_099,memory_schedule,그라모 제가 안경을 어디에 뒀다고 했죠?,어르신 안경은 현관 서랍에 뒀다꼬 말씀하셨습니더.,어르신 안경은 현관 서랍에 넣어놨다꼬 말씀하셨지예.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_100,memory_schedule,어... 주민센터에는 언제 가기로 했죠,다음 주 수요일 오전에 주민센터에 가시기로 했습니더.,다음 주 수요일 오전에 주민센터 가기로 하셨지예.,필수-내용·말투,,
현대 부산 존댓말,gs_p100_050,single_turn_emotion_relationship,어... 오늘 하루가 유난히 힘들었는데 마음을 어떻게 추스를까요,오늘 하루 많이 힘드셨겠네요. 따뜻한 차 한잔 드시거나 좋아하시는 TV 프로그램 보면서 잠시 쉬어가시는 건 어떠시겠어요? 가벼운 산책이나 잔잔한 음악 감상도 지친 마음에 위로가 될 수 있습니더.,,필수-말투,,
현대 부산 존댓말,gs_p100_095,memory_schedule,제 이름과 딸 이름이 뭐였죠?,"예, 어르신 성함은 영희님, 따님 성함은 수진님이십니더.",,필수-내용·말투,,
